name,address,phone_number,url,maps_link
Cookies,"621 SE 7th Ave  Portland, OR",Not Listed,https://dutchie.com/dispensary/Cookies/info,https://www.google.com/maps?q=621%20SE%207th%20Ave%2C%20Portland%2C%20OR%2097214
Farma,"916 SE Hawthorne Blvd  Portland, OR",(503) 206-4357,https://dutchie.com/dispensary/farma/info,https://www.google.com/maps?q=916%20SE%20Hawthorne%20Blvd%2C%20Portland%2C%20OR%2097214
Green Oasis OR,"1035 SE Tacoma St  Portland, OR",(503) 937-2060,https://dutchie.com/dispensary/green-oasis/info,https://www.google.com/maps?q=1035%20SE%20Tacoma%20St%2C%20Portland%2C%20OR%2097202
Blue Dream Cannabis,"1436 SE Powell Blvd  Portland, OR",(503) 719-6935,https://dutchie.com/dispensary/blue-dream-cannabis/info,https://www.google.com/maps?q=1436%20SE%20Powell%20Blvd%2C%20Portland%2C%20OR%2097202
"Pakalolo (Holgate Blvd, PDX)","1528 SE Holgate Blvd  Portland, OR",(503) 369-8955,https://dutchie.com/dispensary/pakalolo/info,https://www.google.com/maps?q=1528%20SE%20Holgate%20Blvd%2C%20Portland%2C%20OR%2097202
Electric Lettuce - Sellwood,"7703 SE 13th Ave  Portland, OR",(971) 373-8056,https://dutchie.com/dispensary/electric-lettuce-sellwood/info,https://www.google.com/maps?q=7703%20SE%2013th%20Ave%2C%20Portland%2C%20OR%2097202
Electric Lettuce - Lloyd District,"203 NE Weidler St  Portland, OR",(971) 407-3150,https://dutchie.com/dispensary/electric-lettuce-weidler-st/info,https://www.google.com/maps?q=203%20NE%20Weidler%20St%2C%20Portland%2C%20OR%2097232
Smooth Roots Greeley,"5938 N Greeley Ave  Portland, OR",(503) 894-9075,https://dutchie.com/dispensary/smooth-roots-pdx/info,https://www.google.com/maps?q=5938%20N%20Greeley%20Ave%2C%20Portland%2C%20OR%2097217
Portland Best Buds,"6313 N Lombard St b Portland, OR",(503) 954-1862,https://dutchie.com/dispensary/portland-best-buds/info,https://www.google.com/maps?q=6313%20N%20Lombard%20St%2C%20b%2C%20Portland%2C%20OR%2097203
The New Amsterdam - Portland,"2201 N Killingsworth St  Portland, OR",(503) 558-5678,https://dutchie.com/dispensary/the-new-amsterdam/info,https://www.google.com/maps?q=2201%20N%20Killingsworth%20St%2C%20Portland%2C%20OR%2097217
Oregrown (Portland),"111 NE 12th Ave  Portland, OR",(503) 477-6898,https://dutchie.com/dispensary/oregrown-portland/info,https://www.google.com/maps?q=111%20NE%2012th%20Ave%2C%20Portland%2C%20OR%2097232
Nectar - Mississippi,"4125 N Mississippi Ave  Portland, OR",(503) 206-4818,https://dutchie.com/dispensary/nectar-mississippi/info,https://www.google.com/maps?q=4125%20N%20Mississippi%20Ave%2C%20Portland%2C%20OR%2097217
Nectar - Portland Division,"2123 SE Division St  Portland, OR",(503) 265-8615,https://dutchie.com/dispensary/nectar-portland-division/info,https://www.google.com/maps?q=2123%20SE%20Division%20St%2C%20Portland%2C%20OR%2097214
Belmont Collective,"2036 SE Belmont St  Portland, OR",(503) 477-8953,https://dutchie.com/dispensary/belmont-collective2/info,https://www.google.com/maps?q=2036%20SE%20Belmont%20St%2C%20Portland%2C%20OR%2097214
Attis Trading Co. (Gladstone),"2606 SE Gladstone St  Portland, OR",(971) 544-7685,https://dutchie.com/dispensary/attis-trading-co-gladstone/info,https://www.google.com/maps?q=2606%20SE%20Gladstone%20St%2C%20Portland%2C%20OR%2097202
Nectar - Portland Hawthorne,"2422 SE Hawthorne Blvd  Portland, OR",(503) 719-6106,https://dutchie.com/dispensary/nectar-portland-hawthorne/info,https://www.google.com/maps?q=2422%20SE%20Hawthorne%20Blvd%2C%20Portland%2C%20OR%2097214
Happy Leaf,"1301 NE Broadway  Portland, OR",(971) 800-0420,https://dutchie.com/dispensary/happy-leaf1/info,https://www.google.com/maps?q=1301%20NE%20Broadway%2C%20Portland%2C%20OR%2097232
Bridge City Collective - N WIlliams,"4312 N Williams Ave  Portland, OR",(503) 384-2955,https://dutchie.com/dispensary/bridge-city-collective/info,https://www.google.com/maps?q=4312%20N%20Williams%20Ave%2C%20Portland%2C%20OR%2097217
Electric Lettuce – Sandy Blvd,"2026 NE Sandy Blvd  Portland, OR",(971) 544-7241,https://dutchie.com/dispensary/electric-lettuce-sandy-blvd/info,https://www.google.com/maps?q=2026%20NE%20Sandy%20Blvd%2C%20Portland%2C%20OR%2097232
Willamette Valley Cannabis Co. - Rec,"8265 SE McLoughlin Blvd  Portland, OR",(503) 482-7277,https://dutchie.com/dispensary/willamette-valley-cannabis-co-rec/info,https://www.google.com/maps?q=8265%20SE%20McLoughlin%20Blvd%2C%20Portland%2C%20OR%2097202
Willamette Valley Cannabis Co. - Medical,"8265 SE McLoughlin Blvd  Portland, OR",(503) 482-7277,https://dutchie.com/dispensary/willamette-valley-cannabis-co-med/info,https://www.google.com/maps?q=8265%20SE%20McLoughlin%20Blvd%2C%20Portland%2C%20OR%2097202
Home Grown Apothecary,"1937 Northeast Pacific Street  Portland, OR",(503) 232-1716,https://dutchie.com/dispensary/homegrown-apothecary/info,https://www.google.com/maps?q=1937%20Northeast%20Pacific%20Street%2C%20Portland%2C%20OR%2097232
Serra - Belmont St. Portland,"2519 SE Belmont St  Portland, OR",(971) 544-7055,https://dutchie.com/dispensary/serra-belmont-or/info,https://www.google.com/maps?q=2519%20SE%20Belmont%20St%2C%20Portland%2C%20OR%2097214
Mongoose Cannabis Co.,"3123 SE Belmont St  Portland, OR",(541) 933-8032,https://dutchie.com/dispensary/mongoose-cannabis/info,https://www.google.com/maps?q=3123%20SE%20Belmont%20St%2C%20Portland%2C%20OR%2097214
Cannabis Curb,"4069 NE Martin Luther King Jr Blvd  Portland, OR",(971) 255-1542,https://dutchie.com/dispensary/oregon-yak/info,https://www.google.com/maps?q=4069%20NE%20Martin%20Luther%20King%20Jr%20Blvd%2C%20Portland%2C%20OR%2097212
Top Hat Express,"11916 SE 22nd Ave  Milwaukie, OR",(503) 305-7882,https://dutchie.com/dispensary/top-hat-express1/info,https://www.google.com/maps?q=11916%20SE%2022nd%20Ave%2C%20Milwaukie%2C%20OR%2097222
Papa Buds,"4020 SE Cesar Estrada Chavez Blvd  Portland, OR",(503) 206-8639,https://dutchie.com/dispensary/papa-buds/info,https://www.google.com/maps?q=4020%20SE%20Cesar%20Estrada%20Chavez%20Blvd%2C%20Portland%2C%20OR%2097202
Today's Herbal Choice - Milwaukie,"3087 SE Monroe St  Milwaukie, OR",(971) 204-7175,https://dutchie.com/dispensary/todays-herbal-choice-milwaukie/info,https://www.google.com/maps?q=3087%20SE%20Monroe%20St%2C%20Milwaukie%2C%20OR%2097222
Natural Wonders,"3831 SE Main St  Portland, OR",(503) 928-1228,https://dutchie.com/dispensary/natural-wonders/info,https://www.google.com/maps?q=3831%20SE%20Main%20St%2C%20Portland%2C%20OR%2097214
Nectar - Sandy,"3350 NE Sandy Blvd  Portland, OR",(971) 703-4777,https://dutchie.com/dispensary/nectar-portland-sandy-blvd/info,https://www.google.com/maps?q=3350%20NE%20Sandy%20Blvd%2C%20Portland%2C%20OR%2097232
Green Muse,"5515 NE 16th Ave  Portland, OR",(971) 420-4917,https://dutchie.com/dispensary/green-muse/info,https://www.google.com/maps?q=5515%20NE%2016th%20Ave%2C%20Portland%2C%20OR%2097211
Electric Lettuce - Woodlawn,"909 NE Dekum St  Portland, OR",(503) 808-4127,https://dutchie.com/dispensary/electric-lettuce-foster-woodlawn/info,https://www.google.com/maps?q=909%20NE%20Dekum%20St%2C%20Portland%2C%20OR%2097211
Nectar - Portland Alberta,"2338 NE Alberta St  Portland, OR",(503) 719-7036,https://dutchie.com/dispensary/nectar-portland-alberta/info,https://www.google.com/maps?q=2338%20NE%20Alberta%20St%2C%20Portland%2C%20OR%2097211
Budlandia - MLK,"7536 NE Martin Luther King Jr Blvd  Portland, OR",(971) 544-7355,https://dutchie.com/dispensary/budlandia-mlk/info,https://www.google.com/maps?q=7536%20NE%20Martin%20Luther%20King%20Jr%20Blvd%2C%20Portland%2C%20OR%2097211
Vibe Portland,"2407 SE 49th Ave  Portland, OR",(503) 233-0420,https://dutchie.com/dispensary/amberlight-cannabis-house/info,https://www.google.com/maps?q=2407%20SE%2049th%20Ave%2C%20Portland%2C%20OR%2097206
The Dispensary on 52nd,"4452 SE 52nd Ave  Portland, OR",(503) 420-8000,https://dutchie.com/dispensary/the-dispensary-on-52nd/info,https://www.google.com/maps?q=4452%20SE%2052nd%20Ave%2C%20Portland%2C%20OR%2097206
Kaleafa - Woodstock,"5232 SE Woodstock Blvd  Portland, OR",(971) 407-3208,https://dutchie.com/dispensary/kaleafa-woodstock/info,https://www.google.com/maps?q=5232%20SE%20Woodstock%20Blvd%2C%20Portland%2C%20OR%2097206
Chalice (Powell),"5333 SE Powell Blvd  Portland, OR",(503) 788-9999,https://dutchie.com/dispensary/chalice-farms-powell/info,https://www.google.com/maps?q=5333%20SE%20Powell%20Blvd%2C%20Portland%2C%20OR%2097206
Electric Lettuce - Alberta Arts District,"NE Alberta St  Portland, OR",(503) 384-2164,https://dutchie.com/dispensary/electric-lettuce-alberta/info,https://www.google.com/maps?q=%20NE%20Alberta%20St%2C%20Portland%2C%20OR%2097211
"Mythos Oregon, LLC","851 NE Columbia Blvd  Portland, OR",(503) 841-5382,https://dutchie.com/dispensary/diem-columbia-new/info,https://www.google.com/maps?q=851%20NE%20Columbia%20Blvd%2C%20Portland%2C%20OR%2097211
Potland,"1761 NE Dekum St  Portland, OR",(503) 432-8629,https://dutchie.com/dispensary/Potland/info,https://www.google.com/maps?q=1761%20NE%20Dekum%20St%2C%20Portland%2C%20OR%2097211
Electric Lettuce - Foster - Powell,"5522 SE Foster Rd  Portland, OR",(503) 808-7239,https://dutchie.com/dispensary/electric-lettuce-foster-powell/info,https://www.google.com/maps?q=5522%20SE%20Foster%20Rd%2C%20Portland%2C%20OR%2097206
Xclusive Taste Retail,"5821 SE Powell Blvd  Portland, OR",(503) 719-4151,https://dutchie.com/dispensary/xclusive-taste-retail/info,https://www.google.com/maps?q=5821%20SE%20Powell%20Blvd%2C%20Portland%2C%20OR%2097206
Love Buzz,"5425 NE Glisan St  Portland, OR",(971) 754-4977,https://dutchie.com/dispensary/love-buzz/info,https://www.google.com/maps?q=5425%20NE%20Glisan%20St%2C%20Portland%2C%20OR%2097213
Arcanna - Industry Menu,"4605 NE Fremont St  Portland, OR",(503) 206-5809,https://dutchie.com/dispensary/arcanna-industry-menu/info,https://www.google.com/maps?q=4605%20NE%20Fremont%20St%2C%20Portland%2C%20OR%2097213
Arcanna,"4605 NE Fremont St  Portland, OR",(503) 206-5809,https://dutchie.com/dispensary/arcanna1/info,https://www.google.com/maps?q=4605%20NE%20Fremont%20St%2C%20Portland%2C%20OR%2097213
The Canna Shoppe (Anchor Way),"925 N Anchor Way  Portland, OR",(503) 875-1667,https://dutchie.com/dispensary/the-canna-shoppe-anchor-way/info,https://www.google.com/maps?q=925%20N%20Anchor%20Way%2C%20Portland%2C%20OR%2097217
Buzz Box,"6611 SE Powell Blvd  Portland, OR",(503) 444-7175,https://dutchie.com/dispensary/buzz-box/info,https://www.google.com/maps?q=6611%20SE%20Powell%20Blvd%2C%20Portland%2C%20OR%2097206
Urban Farmacy,"420 NE 60th Ave  Portland, OR",(503) 957-7832,https://dutchie.com/dispensary/urban-farmacy/info,https://www.google.com/maps?q=420%20NE%2060th%20Ave%2C%20Portland%2C%20OR%2097213
The Canna Shoppe (Halsey),"6316 NE Halsey St  Portland, OR",(503) 660-5209,https://dutchie.com/dispensary/the-canna-shoppe/info,https://www.google.com/maps?q=6316%20NE%20Halsey%20St%2C%20Portland%2C%20OR%2097213
Green Front,"6834 NE Glisan St  Portland, OR",(503) 252-0036,https://dutchie.com/dispensary/green-front/info,https://www.google.com/maps?q=6834%20NE%20Glisan%20St%2C%20Portland%2C%20OR%2097213
Nectar - Milwaukie Harmony,"6335 SE Harmony Rd  Milwaukie, OR",(503) 305-5965,https://dutchie.com/dispensary/nectar-milwaukie-harmony/info,https://www.google.com/maps?q=6335%20SE%20Harmony%20Rd%2C%20Milwaukie%2C%20OR%2097222
Love Buzz on Broadway,"6802 NE Broadway  Portland, OR",(503) 206-6016,https://dutchie.com/dispensary/love-buzz-on-broadway/info,https://www.google.com/maps?q=6802%20NE%20Broadway%2C%20Portland%2C%20OR%2097213
TJ's on Powell,"7827 SE Powell Blvd  Portland, OR",(503) 719-7140,https://dutchie.com/dispensary/tjs-on-powell/info,https://www.google.com/maps?q=7827%20SE%20Powell%20Blvd%2C%20Portland%2C%20OR%2097206
Electric Lettuce - Montavilla,"7201 NE Glisan St  Portland, OR",(503) 946-6415,https://dutchie.com/dispensary/electric-lettuce-montavilla/info,https://www.google.com/maps?q=7201%20NE%20Glisan%20St%2C%20Portland%2C%20OR%2097213
Shango (Harold),"8056 SE Harold St  Portland, OR",(503) 788-7005,https://dutchie.com/dispensary/shango-harold/info,https://www.google.com/maps?q=8056%20SE%20Harold%20St%2C%20Portland%2C%20OR%2097206
The Dime Store,"8218 SE Holgate Blvd  Portland, OR",(971) 867-2177,https://dutchie.com/dispensary/the-dime-store1/info,https://www.google.com/maps?q=8218%20SE%20Holgate%20Blvd%2C%20Portland%2C%20OR%2097266
Budlandia - Woodward,"8135 SE Woodward St  Portland, OR",(503) 412-8447,https://dutchie.com/dispensary/budlandia-82nd-st/info,https://www.google.com/maps?q=8135%20SE%20Woodward%20St%2C%20Portland%2C%20OR%2097206
Nectar -  Sandy and 68th,"6714 NE Sandy Blvd  Portland, OR",(503) 477-5083,https://dutchie.com/dispensary/nectar-sandy-and-67th/info,https://www.google.com/maps?q=6714%20NE%20Sandy%20Blvd%2C%20Portland%2C%20OR%2097213
Nectar - Portland Powell,"8201 SE Powell Blvd  Portland, OR",(503) 558-6321,https://dutchie.com/dispensary/0045-portland-powell/info,https://www.google.com/maps?q=8201%20SE%20Powell%20Blvd%2C%20Portland%2C%20OR%2097266
Sweet Leaf Illusions,"8434 SE 82nd Ave  Portland, OR",(503) 719-5322,https://dutchie.com/dispensary/sweet-leaf-illusions/info,https://www.google.com/maps?q=8434%20SE%2082nd%20Ave%2C%20Portland%2C%20OR%2097266
Attis Trading Co. (Cully),"4920 NE Cully Blvd  Portland, OR",(503) 477-8981,https://dutchie.com/dispensary/attis-trading-co-cully/info,https://www.google.com/maps?q=4920%20NE%20Cully%20Blvd%2C%20Portland%2C%20OR%2097218
Nectar - Happy Valley,"10201 SE 82nd Ave  Portland, OR",(503) 206-8354,https://dutchie.com/dispensary/nectar-happy-valley/info,https://www.google.com/maps?q=10201%20SE%2082nd%20Ave%2C%20Portland%2C%20OR%2097086
Chronix Dispensary,"933 NE 82nd Ave  Portland, OR",(503) 477-9452,https://dutchie.com/dispensary/green-monkey-or/info,https://www.google.com/maps?q=933%20NE%2082nd%20Ave%2C%20Portland%2C%20OR%2097220
Green Front (Sandy),"8138 NE Sandy Blvd  Portland, OR",(503) 206-7679,https://dutchie.com/dispensary/green-front-sandy/info,https://www.google.com/maps?q=8138%20NE%20Sandy%20Blvd%2C%20Portland%2C%20OR%2097213
Nectar - Stark,"9127 SE Stark St  Portland, OR",(503) 719-7318,https://dutchie.com/dispensary/nectar-montavilla/info,https://www.google.com/maps?q=9127%20SE%20Stark%20St%2C%20Portland%2C%20OR%2097216
Nectar - Woodstock,"9222 SE Woodstock Blvd  Portland, OR",(971) 229-1600,https://dutchie.com/dispensary/nectar-lents/info,https://www.google.com/maps?q=9222%20SE%20Woodstock%20Blvd%2C%20Portland%2C%20OR%2097266
Nectar - Portland Washington,"9735 SE Washington St  Portland, OR",(503) 719-5761,https://dutchie.com/dispensary/nectar-portland-washington/info,https://www.google.com/maps?q=9735%20SE%20Washington%20St%2C%20Portland%2C%20OR%2097216
High End Market Place,"1924 Broadway St  Vancouver, WA",(360) 695-3612,https://dutchie.com/dispensary/high-end-market-place/info,https://www.google.com/maps?q=1924%20Broadway%20St%2C%20Vancouver%2C%20WA%2098663
Homegrown Oregon - Glisan,"10055 NE Glisan St  Portland, OR",(971) 407-3049,https://dutchie.com/dispensary/homegrown-glisan/info,https://www.google.com/maps?q=10055%20NE%20Glisan%20St%2C%20Portland%2C%20OR%2097220
Green Gratitude,"10322 SE Holgate Blvd  Portland, OR",(503) 444-7707,https://dutchie.com/dispensary/green-gratitude1/info,https://www.google.com/maps?q=10322%20SE%20Holgate%20Blvd%2C%20Portland%2C%20OR%2097266
Main Street Marijuana (Downtown),"2314 Main St  Vancouver, WA",(360) 828-7737,https://dutchie.com/dispensary/main-street-marijuana-downtown/info,https://www.google.com/maps?q=2314%20Main%20St%2C%20Vancouver%2C%20WA%2098660
Lifted Northwest,"11121 SE Division St  Portland, OR",(503) 894-9495,https://dutchie.com/dispensary/lifted-northwest/info,https://www.google.com/maps?q=11121%20SE%20Division%20St%2C%20Portland%2C%20OR%2097216
Mr. Nice Guy (Portland),"11030 SE Holgate Blvd  Portland, OR",(503) 946-8474,https://dutchie.com/dispensary/mr-nice-guy-portland/info,https://www.google.com/maps?q=11030%20SE%20Holgate%20Blvd%2C%20Portland%2C%20OR%2097266
Electric Lettuce - Holgate,"12131 SE Holgate Blvd  Portland, OR",(503) 477-6324,https://dutchie.com/dispensary/electric-lettuce-holgate/info,https://www.google.com/maps?q=12131%20SE%20Holgate%20Blvd%2C%20Portland%2C%20OR%2097266
Nectar - 122nd & Division,"2367 SE 122nd Ave  Portland, OR",(971) 407-3925,https://dutchie.com/dispensary/nectar-122nd-and-division/info,https://www.google.com/maps?q=2367%20SE%20122nd%20Ave%2C%20Portland%2C%20OR%2097233
Herban Dispensary,"1034 SE 122nd Ave  Portland, OR",(971) 279-4766,https://dutchie.com/dispensary/herban/info,https://www.google.com/maps?q=1034%20SE%20122nd%20Ave%2C%20Portland%2C%20OR%2097233
Nectar - 122nd,"1019 NE 122nd Ave  Portland, OR",(971) 279-2512,https://dutchie.com/dispensary/nectar-hazelwood/info,https://www.google.com/maps?q=1019%20NE%20122nd%20Ave%2C%20Portland%2C%20OR%2097230
Chalice (Airport),"13315 NE Airport Way  Portland, OR",(503) 477-7626,https://dutchie.com/dispensary/chalice-farms-airport/info,https://www.google.com/maps?q=13315%20NE%20Airport%20Way%2C%20Portland%2C%20OR%2097230
Fire & Frost Cannabis,"6818 NE Fourth Plain Blvd  Vancouver, WA",(360) 213-1011,https://dutchie.com/dispensary/fire-and-frost-cannabis/info,https://www.google.com/maps?q=6818%20NE%20Fourth%20Plain%20Blvd%2C%20Vancouver%2C%20WA%2098661
Herbal Choices (Charleston),"63247 Troller Rd  Charleston, OR",(541) 808-3840,https://dutchie.com/dispensary/herbal-choices-charleston/info,https://www.google.com/maps?q=63247%20Troller%20Rd%2C%20Charleston%2C%20OR%2097420
Herbal Choices (Coos Bay),"965 S 1st St  Coos Bay, OR",(541) 267-8888,https://dutchie.com/dispensary/herbal-choices-coos-bay/info,https://www.google.com/maps?q=965%20S%201st%20St%2C%20Coos%20Bay%2C%20OR%2097420
Bahama Buds (Coos Bay),"1415 N Bayshore Dr  Coos Bay, OR",(541) 808-9420,https://dutchie.com/dispensary/bahama-buds-coos-bay/info,https://www.google.com/maps?q=1415%20N%20Bayshore%20Dr%2C%20Coos%20Bay%2C%20OR%2097420
Green Lion Dispensary (North Bend),"1760 Virginia Ave  North Bend, OR",(541) 808-0056,https://dutchie.com/dispensary/green-lion-2/info,https://www.google.com/maps?q=1760%20Virginia%20Ave%2C%20North%20Bend%2C%20OR%2097459
Pioneer Cannabis Co. (Coos Bay),"63049 US-101  Coos Bay, OR",(541) 808-3700,https://dutchie.com/dispensary/pioneer-cannabis-co-coos-bay/info,https://www.google.com/maps?q=63049%20US-101%2C%20Coos%20Bay%2C%20OR%2097420
High Tide NW,"1074 Virginia Ave  North Bend, OR",(541) 808-0174,https://dutchie.com/dispensary/high-tide-nw/info,https://www.google.com/maps?q=1074%20Virginia%20Ave%2C%20North%20Bend%2C%20OR%2097459
Herbal Choices (North Bend),"1845 Sherman Ave  North Bend, OR",(541) 808-0558,https://dutchie.com/dispensary/herbal-choices-north-bend/info,https://www.google.com/maps?q=1845%20Sherman%20Ave%2C%20North%20Bend%2C%20OR%2097459
World Famous Top Shelf Cannabis,"704 Chetco Ave  Brookings, OR",(541) 254-9420,https://dutchie.com/dispensary/top-shelf-cannabis1/info,https://www.google.com/maps?q=704%20Chetco%20Ave%2C%20Brookings%2C%20OR%2097415
Providing All Patients Access,"214 Redwood Hwy  Cave Junction, OR",(541) 592-4367 ,https://dutchie.com/dispensary/providing-all-patients-access/info,https://www.google.com/maps?q=214%20Redwood%20Hwy%2C%20Cave%20Junction%2C%20OR%2097523
The New Amsterdam - Kerby,"24394 Redwood Hwy  Kerby, OR",(541) 592-4197,https://dutchie.com/dispensary/the-new-amsterdam-kerby/info,https://www.google.com/maps?q=24394%20Redwood%20Hwy%2C%20Kerby%2C%20OR%2097531
Electric Lettuce - Damascus,"15252 OR-224  Damascus, OR",(503) 218-1116,https://dutchie.com/dispensary/electric-lettuce-damascus/info,https://www.google.com/maps?q=15252%20OR-224%2C%20Damascus%2C%20OR%2097015
Electric Lettuce - Happy Valley,"16416 SE Sunnyside Rd  Clackamas, OR",(503) 855-4673,https://dutchie.com/dispensary/electric-lettuce-clackamas/info,https://www.google.com/maps?q=16416%20SE%20Sunnyside%20Rd%2C%20Clackamas%2C%20OR%2097015
Budlandia - Division,"16440 SE Division St  Portland, OR",(503) 805-2871,https://dutchie.com/dispensary/budlandia-division/info,https://www.google.com/maps?q=16440%20SE%20Division%20St%2C%20Portland%2C%20OR%2097236
Canna Daddy's,"17020 SE Division St  Portland, OR",(971) 279-4932,https://dutchie.com/dispensary/canna-daddys/info,https://www.google.com/maps?q=17020%20SE%20Division%20St%2C%20Portland%2C%20OR%2097236
Green Apple NW,"24180 SE Borges Rd  Damascus, OR",(503) 791-8986,https://dutchie.com/dispensary/green-apple-nw/info,https://www.google.com/maps?q=24180%20SE%20Borges%20Rd%2C%20Damascus%2C%20OR%2097089
Nectar - Gresham 162nd,"407 SE 162nd Ave  Portland, OR",(503) 894-8217,https://dutchie.com/dispensary/nectar-gresham-162nd/info,https://www.google.com/maps?q=407%20SE%20162nd%20Ave%2C%20Portland%2C%20OR%2097233
SWED.CO,"2058 NW Burnside Rd  Gresham, OR",(503) 661-8090,https://dutchie.com/dispensary/swedco/info,https://www.google.com/maps?q=2058%20NW%20Burnside%20Rd%2C%20Gresham%2C%20OR%2097030
Nectar - Gresham,"505 NW Burnside Rd  Gresham, OR",(503) 512-8123,https://dutchie.com/dispensary/nectar-gresham/info,https://www.google.com/maps?q=505%20NW%20Burnside%20Rd%2C%20Gresham%2C%20OR%2097030
Nectar - Gresham Halsey,"1624 NE 181st Ave  Portland, OR",(503) 328-8182,https://dutchie.com/dispensary/nectar-181st-and-halsey/info,https://www.google.com/maps?q=1624%20NE%20181st%20Ave%2C%20Portland%2C%20OR%2097230
Kaleafa - Gresham,"1450 SE Orient Dr  Gresham, OR",(971) 300-0577,https://dutchie.com/dispensary/kaleafa-gresham/info,https://www.google.com/maps?q=1450%20SE%20Orient%20Dr%2C%20Gresham%2C%20OR%2097080
Cannabis Nation (Gresham),"1500 NE Division St  Gresham, OR",(503) 492-6159,https://dutchie.com/dispensary/cannabis-nation-gresham/info,https://www.google.com/maps?q=1500%20NE%20Division%20St%2C%20Gresham%2C%20OR%2097030
Nectar - Gresham 3rd,"2445 SE 3rd St  Gresham, OR",(503) 912-1946,https://dutchie.com/dispensary/nectar-gresham-3rd/info,https://www.google.com/maps?q=2445%20SE%203rd%20St%2C%20Gresham%2C%20OR%2097080
Tetra Cannabis (Troutdale),"809 NE Harlow Rd  Troutdale, OR",(503) 489-4568,https://dutchie.com/dispensary/tetra-cannabis-troutdale/info,https://www.google.com/maps?q=809%20NE%20Harlow%20Rd%2C%20Troutdale%2C%20OR%2097060
Main Street Marijuana (East Vancouver),"16219 SE 12th St  Vancouver, WA",(360) 984-3881,https://dutchie.com/dispensary/main-street-marijuana-east-vancouver/info,https://www.google.com/maps?q=16219%20SE%2012th%20St%2C%20Vancouver%2C%20WA%2098683
The Medication Station (Cottage Grove),"1043 OR-99  Cottage Grove, OR",(541) 649-1819,https://dutchie.com/dispensary/the-medication-station-cottage-grove/info,https://www.google.com/maps?q=1043%20OR-99%2C%20Cottage%20Grove%2C%20OR%2097424
Substance (Row River),"2715 Row River Rd  Cottage Grove, OR",(541) 317-1814,https://dutchie.com/dispensary/substance/info,https://www.google.com/maps?q=2715%20Row%20River%20Rd%2C%20Cottage%20Grove%2C%20OR%2097424
Phresh Start - Cottage Grove,"710 Row River Rd  Cottage Grove, OR",(541) 649-1034,https://dutchie.com/dispensary/phresh-start-cottage-grove/info,https://www.google.com/maps?q=710%20Row%20River%20Rd%2C%20Cottage%20Grove%2C%20OR%2097424
Green Therapy,"85938 Franklin Blvd  Eugene, OR",(541) 393-6639,https://dutchie.com/dispensary/green-therarpy/info,https://www.google.com/maps?q=85938%20Franklin%20Blvd%2C%20Eugene%2C%20OR%2097405
Hippy Trip,"249 US-101  Depoe Bay, OR",(541) 921-7008,https://dutchie.com/dispensary/hippy-trip/info,https://www.google.com/maps?q=249%20US-101%2C%20Depoe%20Bay%2C%20OR%2097341
Mr. Nice Guy (Depoe Bay),"104 US-101  Depoe Bay, OR",(541) 614-4319,https://dutchie.com/dispensary/mr-nice-guy-depoe-bay/info,https://www.google.com/maps?q=104%20US-101%2C%20Depoe%20Bay%2C%20OR%2097341
Smooth Roots Lincoln City,"325 SW Hwy 101  Lincoln City, OR",(541) 614-0044,https://dutchie.com/dispensary/smooth-roots-lincoln-city/info,https://www.google.com/maps?q=325%20SW%20Hwy%20101%2C%20Lincoln%20City%2C%20OR%2097367
Lincoln City Collective,"1266 SW 50th St  Lincoln City, OR",(541) 557-9402,https://dutchie.com/dispensary/lincoln-city-collective1/info,https://www.google.com/maps?q=1266%20SW%2050th%20St%2C%20Lincoln%20City%2C%20OR%2097367
The Medication Station (Newport),"454 SW Coast Hwy  Newport, OR",(541) 265-9170,https://dutchie.com/dispensary/the-medication-station-newport/info,https://www.google.com/maps?q=454%20SW%20Coast%20Hwy%2C%20Newport%2C%20OR%2097365
Sunray Cannabis,"1347 Oregon Coast Hwy  Lincoln City, OR",(541) 614-1358,https://dutchie.com/dispensary/sunray-cannabis/info,https://www.google.com/maps?q=1347%20Oregon%20Coast%20Hwy%2C%20Lincoln%20City%2C%20OR%2097368
Attis Trading Co. (Lincoln City),"3026 NE Hwy 101 1 Lincoln City, OR",(541) 418-5200,https://dutchie.com/dispensary/attis-trading-co-lincoln-city/info,https://www.google.com/maps?q=3026%20NE%20Hwy%20101%2C%201%2C%20Lincoln%20City%2C%20OR%2097367
Lincoln City Collective - North,"3478 NE Hwy 101  Lincoln City, OR",(541) 614-0290,https://dutchie.com/dispensary/lincoln-city-collective-north/info,https://www.google.com/maps?q=3478%20NE%20Hwy%20101%2C%20Lincoln%20City%2C%20OR%2097367
T.E.R.P. Collective,"4355 US-101  Lincoln City, OR",(541) 614-1711,https://dutchie.com/dispensary/terp-collective/info,https://www.google.com/maps?q=4355%20US-101%2C%20Lincoln%20City%2C%20OR%2097367
TJ's on Willamette,"1027 Willamette St  Eugene, OR",(541) 505-7961,https://dutchie.com/dispensary/tjs-willamette/info,https://www.google.com/maps?q=1027%20Willamette%20St%2C%20Eugene%2C%20OR%2097401
Spacebuds,"741 Lincoln St  Eugene, OR",(541) 505-9834,https://dutchie.com/dispensary/spacebuds/info,https://www.google.com/maps?q=741%20Lincoln%20St%2C%20Eugene%2C%20OR%2097401
